DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-02-28,ABBV,5800.575761999512,-0.03576199951171875,5800.54
2024-02-28,AKAM,122.59080699996949,-0.010806999969482423,122.58
2024-02-28,CBOE,19606.50034299927,0.019657000732421877,19606.52
2024-02-28,FAST,1967.4654,0.0146,1967.48
2024-02-28,IBM,2645.491586999512,0.01841300048828125,2645.51
2024-02-28,META,2659.1118260009766,0.048173999023437504,2659.16
2024-02-28,PSX,9423.005169000244,0.014830999755859376,9423.02
2024-02-28,RL,4089.5313009994507,0.01869900054931641,4089.55
2024-02-28,T,587.5316999998092,0.008300000190734864,587.54
2024-02-28,VLTO,2558.431369000244,0.008630999755859375,2558.44
2024-02-28,VTRS,2031.6353720001223,-0.005372000122070313,2031.63
2024-02-28,WM,102.06925399932862,0.02074600067138672,102.09
2024-02-28,WRK,410.7274880004883,-0.017488000488281252,410.71
