DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-13,ABBV,0.0,7579.92,7579.92
2024-03-13,AKAM,0.0,879.05,879.05
2024-03-13,CBOE,0.0,15185.14,15185.14
2024-03-13,CEG,0.0,713.96,713.96
2024-03-13,COR,0.0,10580.76,10580.76
2024-03-13,FANG,0.0,7115.06,7115.06
2024-03-13,FAST,0.0,548.6,548.6
2024-03-13,GRMN,0.0,1812.97,1812.97
2024-03-13,IBM,0.0,1756.96,1756.96
2024-03-13,JNPR,0.0,3142.05,3142.05
2024-03-13,LDOS,0.0,3123.09,3123.09
2024-03-13,LLY,0.0,2786.28,2786.28
2024-03-13,META,0.0,1695.23,1695.23
2024-03-13,MOH,0.0,2134.01,2134.01
2024-03-13,MPC,0.0,50.38,50.38
2024-03-13,NFLX,0.0,1456.9,1456.9
2024-03-13,NRG,0.0,5593.92,5593.92
2024-03-13,NVDA,0.0,3683.4,3683.4
2024-03-13,NWS,0.0,281.87,281.87
2024-03-13,PGR,0.0,7147.67,7147.67
2024-03-13,PKG,0.0,275.74,275.74
2024-03-13,PSX,0.0,5963.39,5963.39
2024-03-13,QCOM,0.0,1951.65,1951.65
2024-03-13,RL,0.0,1458.5,1458.5
2024-03-13,STX,0.0,1408.21,1408.21
2024-03-13,T,0.0,444.04,444.04
2024-03-13,TSN,0.0,1915.85,1915.85
2024-03-13,UBER,0.0,218.56,218.56
2024-03-13,VLTO,0.0,2477.64,2477.64
2024-03-13,WAT,0.0,3486.62,3486.62
2024-03-13,WDC,0.0,185.13,185.13
2024-03-13,WM,0.0,208.09,208.09
2024-03-13,WRK,0.0,2729.54,2729.54
2024-03-13,ABBV,7579.92,0.02,7579.94
2024-03-13,AKAM,879.05,-0.01,879.03
2024-03-13,CBOE,15185.14,-0.01,15185.12
2024-03-13,COR,10580.76,-0.04,10580.71
2024-03-13,FAST,548.6,0.01,548.61
2024-03-13,GRMN,1812.97,-0.01,1812.95
2024-03-13,IBM,1756.96,-0.01,1756.94
2024-03-13,LDOS,3123.09,-0.01,3123.08
2024-03-13,LLY,2786.28,-0.07,2786.2
2024-03-13,MPC,50.38,-0.01,50.36
2024-03-13,NRG,5593.92,-0.01,5593.9
2024-03-13,NWS,281.87,0.02,281.89
2024-03-13,PGR,7147.67,-0.01,7147.65
2024-03-13,PKG,275.74,0.02,275.76
2024-03-13,QCOM,1951.65,-0.01,1951.63
2024-03-13,RL,1458.5,-0.01,1458.49
2024-03-13,TSN,1915.85,0.02,1915.86
2024-03-13,WRK,2729.54,-0.01,2729.52
2024-03-14,A,0.0,0.03,0.03
2024-03-14,ABBV,7634.38,-71.55,7562.82
2024-03-14,AKAM,877.04,-123.52,753.51
2024-03-14,CBOE,15009.17,-318.26,14690.9
2024-03-14,CEG,715.91,-206.64,509.27
2024-03-14,CI,0.0,0.14,0.14
2024-03-14,COR,10570.03,269.1,10839.12
2024-03-14,DVA,0.0,136.24,136.24
2024-03-14,FANG,7115.83,-34.68,7081.14
2024-03-14,FAST,555.54,132.68,688.22
2024-03-14,GRMN,1843.5,407.92,2251.41
2024-03-14,IBM,1812.38,705.29,2517.67
2024-03-14,JNPR,3129.31,13.79,3143.1
2024-03-14,KEY,0.0,0.75,0.75
2024-03-14,LDOS,3122.83,-195.03,2927.8
2024-03-14,LLY,2864.29,94.75,2959.03
2024-03-14,MCK,0.0,0.16,0.16
2024-03-14,META,1751.88,-17.29,1734.59
2024-03-14,MOH,2135.49,39.37,2174.86
2024-03-14,MPC,50.31,-49.99,0.31
2024-03-14,NFLX,1481.51,-42.47,1439.04
2024-03-14,NRG,5765.1,273.13,6038.23
2024-03-14,NVDA,3947.02,45.04,3992.06
2024-03-14,NWS,281.48,26.03,307.5
2024-03-14,PGR,7227.57,46.46,7274.03
2024-03-14,A,0.01,0.03,0.03
2024-03-14,ABBV,7634.38,-71.51,7562.86
2024-03-14,AKAM,877.04,-123.52,753.51
2024-03-14,CBOE,15009.17,-318.26,14690.9
2024-03-14,CEG,715.92,-206.64,509.27
2024-03-14,CI,0.01,0.14,0.14
2024-03-14,COR,10570.03,269.1,10839.12
2024-03-14,DVA,0.01,136.24,136.24
2024-03-14,FANG,7115.84,-34.7,7081.13
2024-03-14,FAST,555.55,132.69,688.23
2024-03-14,GRMN,1843.5,407.92,2251.41
2024-03-14,IBM,1812.39,705.29,2517.67
2024-03-14,JNPR,3129.32,13.79,3143.1
2024-03-14,KEY,0.01,0.75,0.75
2024-03-14,LDOS,3122.84,-195.03,2927.8
2024-03-14,LLY,2864.29,94.75,2959.03
2024-03-14,MCK,0.01,0.16,0.16
2024-03-14,META,1751.89,-17.29,1734.59
2024-03-14,MOH,2135.5,39.37,2174.86
2024-03-14,MPC,50.31,-49.99,0.31
2024-03-14,NFLX,1481.52,-42.47,1439.04
2024-03-14,NRG,5765.11,273.13,6038.23
2024-03-14,NVDA,3947.03,45.04,3992.06
2024-03-14,NWS,281.48,26.03,307.5
2024-03-14,PGR,7227.58,46.46,7274.03
