DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-13,AKAM,879.131002999878,-0.011002999877929688,879.12
2024-03-13,CBOE,15186.658383000182,-0.01838300018310547,15186.64
2024-03-13,FANG,7115.781550000001,0.01845,7115.8
2024-03-13,FAST,548.6574319999695,-0.007431999969482422,548.65
2024-03-13,JNPR,3142.3662999999997,0.0037,3142.37
2024-03-13,META,1695.3716410003663,0.04835899963378906,1695.42
2024-03-13,MPC,50.36185899963379,0.018141000366210937,50.38
2024-03-13,NRG,5594.473954999923,0.006045000076293946,5594.48
2024-03-13,NWS,281.9063449993134,0.013655000686645508,281.92
2024-03-13,PSX,5963.994949000549,-0.014949000549316407,5963.98
2024-03-13,T,444.07866499996186,-0.008664999961853027,444.07
2024-03-13,TSN,1916.0432810001373,0.0167189998626709,1916.06
2024-03-13,UBER,218.58774700012208,-0.007747000122070313,218.58
2024-03-13,WDC,185.13379500007628,0.006204999923706055,185.14
2024-03-13,WRK,2729.8146340000153,-0.004634000015258789,2729.81
