DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-13,ABBV,0.0,7579.96,7579.96
2024-03-13,AKAM,0.0,879.03,879.03
2024-03-13,CBOE,0.0,15185.12,15185.12
2024-03-13,CEG,0.0,713.96,713.96
2024-03-13,COR,0.0,10580.73,10580.73
2024-03-13,FANG,0.0,7115.08,7115.08
2024-03-13,FAST,0.0,548.61,548.61
2024-03-13,GRMN,0.0,1812.95,1812.95
2024-03-13,IBM,0.0,1756.98,1756.98
2024-03-13,JNPR,0.0,3142.06,3142.06
2024-03-13,LDOS,0.0,3123.09,3123.09
2024-03-13,LLY,0.0,2786.28,2786.28
2024-03-13,META,0.0,1695.23,1695.23
2024-03-13,MOH,0.0,2134.05,2134.05
2024-03-13,MPC,0.0,50.36,50.36
2024-03-13,NFLX,0.0,1456.9,1456.9
2024-03-13,NRG,0.0,5593.91,5593.91
2024-03-13,NVDA,0.0,3683.4,3683.4
2024-03-13,NWS,0.0,281.9,281.9
2024-03-13,PGR,0.0,7147.67,7147.67
2024-03-13,PKG,0.0,275.76,275.76
2024-03-13,PSX,0.0,5963.4,5963.4
2024-03-13,QCOM,0.0,1951.63,1951.63
2024-03-13,RL,0.0,1458.49,1458.49
2024-03-13,STX,0.0,1408.2,1408.2
2024-03-13,T,0.0,444.04,444.04
2024-03-13,TSN,0.0,1915.85,1915.85
2024-03-13,UBER,0.0,218.56,218.56
2024-03-13,VLTO,0.0,2477.64,2477.64
2024-03-13,WAT,0.0,3486.62,3486.62
2024-03-13,WDC,0.0,185.13,185.13
2024-03-13,WM,0.0,208.09,208.09
2024-03-13,WRK,0.0,2729.52,2729.52
