Date,Ticker,Old Balance,Transaction Amount,New Balance
3/26/24,IBM,646.69,-646.69,-0.01
3/26/24,JNPR,2946.42,93.5,3039.91
3/26/24,LDOS,1974.79,497.18,2471.96
3/26/24,LLY,3046.61,-470.45,2576.15
3/26/24,META,2070.84,-252.54,1818.29
3/26/24,MOH,2387.3,79.42,2466.72
3/26/24,MPC,1429.64,212.61,1642.24
3/26/24,NFLX,1743.36,19.85,1763.21
3/26/24,NRG,8186.34,-358.24,7828.1
3/26/24,NVDA,3626.74,370.28,3997.01
3/26/24,PGR,6962.58,66.18,7028.75
3/26/24,PSX,5854.74,60.15,5914.88
3/26/24,QCOM,1510.34,-137.11,1373.22
3/26/24,RL,2122.64,-186.73,1935.91
3/26/24,STX,742.62,-329.44,413.18
3/26/24,TSN,3040.58,384.57,3425.15
3/26/24,UBER,0,56.33,56.33
3/26/24,VLTO,2055.41,517.45,2572.86
3/26/24,WAT,3076.3,-414.96,2661.34
3/26/24,WDC,75.72,849.53,925.25
3/26/24,WM,614.57,-142.27,472.3
3/26/24,WRK,3666.74,-584.69,3082.04
3/27/24,A,342.52,-284.68,57.84
3/27/24,ABBV,6146.95,366.88,6513.83
3/27/24,AKAM,196.24,119.92,316.15
3/27/24,ANET,377.69,61.59,439.28
3/27/24,CBOE,14118.95,-471.5,13647.45
3/27/24,CEG,907.56,630.53,1538.08
3/27/24,CI,0,23.44,23.44
3/27/24,COR,12027.41,-135.94,11891.47
3/27/24,DIS,0,467.3,467.3
3/27/24,FANG,6950.01,414,7364.01
3/27/24,FAST,2437.43,-605.33,1832.1
3/27/24,GRMN,957.83,-51.55,906.27
3/27/24,IBM,-0.01,0.02,0.01
3/27/24,JNPR,3041.55,121.55,3163.1
3/27/24,LDOS,2454.35,-148.64,2305.71
3/27/24,LLY,2584.61,-133.36,2451.25
3/27/24,META,1794.88,-262.02,1532.86
3/27/24,MOH,2453.63,-30.6,2423.02
3/27/24,MPC,1639.45,248.29,1887.74
3/27/24,MU,0,148.09,148.09
3/27/24,NFLX,1761.66,191.88,1953.54
3/27/24,NRG,7939.98,121.38,8061.35
3/27/24,NVDA,4027.23,183.55,4210.78
3/27/24,PGR,7039.69,154.52,7194.2
3/27/24,PSX,5803.97,-1078.07,4725.9
3/27/24,QCOM,1352.39,-310.16,1042.23
3/27/24,RL,1887.2,-646,1241.19
3/27/24,STX,409.47,-409.47,0
3/27/24,TSN,3448.75,290.72,3739.47
3/27/24,UBER,55.76,-55.76,0
3/27/24,VLTO,2571.13,48.31,2619.43
3/27/24,WAT,2626.17,53.4,2679.56
3/27/24,WDC,940.3,406.39,1346.68
3/27/24,WM,472.27,161.59,633.85
3/27/24,WRK,3112.08,409.68,3521.76
3/28/24,A,57.38,388.93,446.3
3/28/24,ABBV,6537.91,-647.18,5890.73
3/28/24,AKAM,314.58,-314.57,0.01
3/28/24,ANET,428.25,-428.24,0
3/28/24,CBOE,13534.23,-1092.91,12441.31
3/28/24,CEG,1522.89,216.8,1739.69
3/28/24,CI,23.58,89.33,112.9
3/28/24,COR,11927.82,-258.8,11669.02
3/28/24,DIS,469.53,-290.85,178.68
3/28/24,DPZ,0,1457.94,1457.94
3/28/24,FANG,7276.36,-655.47,6620.88
3/28/24,FAST,1826.62,227.56,2054.18
3/28/24,GRMN,910.72,143.56,1054.27
3/28/24,HIG,0,878.69,878.69
3/28/24,JNPR,3160.54,-416.89,2743.65
3/28/24,LDOS,2326.21,1214.28,3540.48
3/28/24,LLY,2456.83,518.57,2975.39
3/28/24,META,1511.13,-319.3,1191.83
3/28/24,MOH,2457.8,1006.35,3464.14
3/28/24,MPC,1864.59,-471,1393.59
3/28/24,MU,150.2,84.92,235.12
3/28/24,NFLX,1959.08,492.7,2451.78
3/28/24,NRG,7795.12,-1927.78,5867.34
3/28/24,NVDA,4102.59,-673.47,3429.11
3/28/24,PGR,7146.36,-375.47,6770.89
3/28/24,PSX,4730.12,669.67,5399.79
3/28/24,QCOM,1039.43,-178.69,860.73
3/28/24,RL,1236.17,-264.81,971.36
3/28/24,STX,0,1503.21,1503.2
3/28/24,T,0,293.82,293.82
3/28/24,TSN,3721.55,-331.44,3390.11
3/28/24,VLTO,2612.7,-266.27,2346.42
3/28/24,WAT,2643.44,-1403.35,1240.09
3/28/24,WDC,1412.38,633.12,2045.49
3/28/24,WM,633.85,-85.27,548.57
3/28/24,WRK,3568.78,582.51,4151.29
3/29/24,A,455.45,-132.11,323.33
3/29/24,ABBV,5928.87,-276.72,5652.14
3/29/24,CBOE,12585.2,146.97,12732.17
3/29/24,CEG,1734.81,-121.54,1613.26
3/29/24,CI,114.68,214.63,329.3
3/29/24,COR,11757.45,-65.93,11691.52
3/29/24,DIS,180.24,95.91,276.14
3/29/24,DPZ,1485.5,265.61,1751.1
3/29/24,FANG,6698.59,86.58,6785.16
3/29/24,FAST,2067.55,-100.4,1967.14
3/29/24,GRMN,1058.42,-149.4,909.02
3/29/24,HIG,890.88,350.85,1241.73
3/29/24,JNPR,2761.42,4.81,2766.23
3/29/24,LDOS,3572.78,-94.17,3478.61
3/29/24,LLY,2987.98,161.87,3149.84
3/29/24,META,1186.95,59.91,1246.85
3/29/24,MOH,3465.47,-337.89,3127.57
3/29/24,MPC,1390.83,-504.33,886.5
3/29/24,MU,235.79,162.51,398.29
3/29/24,NFLX,2390.56,-255.96,2134.6
3/29/24,NRG,5933.25,55.06,5988.3
3/29/24,NVDA,3343.5,-119.31,3224.19
3/29/24,PGR,6820.52,-116.02,6704.5
3/29/24,PSX,5481.17,340.18,5821.34
3/29/24,QCOM,871.35,121.68,993.02
3/29/24,RL,994.61,232.25,1226.86
3/29/24,STX,1500.98,131.73,1632.7
3/29/24,T,300.15,225.61,525.75
3/29/24,TSN,3427.4,-81.54,3345.86
3/29/24,VLTO,2361.41,70.28,2431.69
3/29/24,WAT,1266.09,180.54,1446.63
3/29/24,WDC,2030.19,-351.77,1678.41
3/29/24,WM,554.27,187.96,742.22
3/29/24,WRK,4139.51,-387.94,3751.56
4/1/24,A,319.25,-319.24,0
4/1/24,ABBV,5706.98,481.99,6188.97
4/1/24,CBOE,12983.74,387.29,13371.03
4/1/24,CEG,1612.91,-61.85,1551.06
4/1/24,CI,329.16,75.15,404.31
4/1/24,COR,11612.67,-81.37,11531.29
4/1/24,DIS,279.29,349.71,629
4/1/24,DPZ,1768,108.03,1876.03
4/1/24,FANG,6841.78,-118.86,6722.92
4/1/24,FAST,1963.58,58.92,2022.49
4/1/24,GRMN,914.48,194.71,1109.19
4/1/24,HIG,1250.84,157.78,1408.62
4/1/24,JNPR,2749.9,44.25,2794.14
4/1/24,LDOS,3493.27,-9.7,3483.56
4/1/24,LLY,3148.95,-54.76,3094.19
4/1/24,META,1225.95,-209.96,1015.98
4/1/24,MOH,3069.52,-470.4,2599.12
4/1/24,MPC,906.8,86.21,993
4/1/24,MU,394.12,-269.31,124.8
4/1/24,NFLX,2113.03,-95.22,2017.8
4/1/24,NRG,6084.48,174.35,6258.83
4/1/24,NVDA,3227.97,91.72,3319.68
4/1/24,PGR,6726.29,55.41,6781.7
4/1/24,PSX,5981.74,235.41,6217.15
4/1/24,QCOM,994.02,5.03,999.04
4/1/24,RL,1235.15,-18.62,1216.52
4/1/24,STX,1606.29,-345.58,1260.7
4/1/24,T,527.25,-230.11,297.13
4/1/24,TSN,3341.31,-230.87,3110.43
4/1/24,VLTO,2402.43,-257.28,2145.14
4/1/24,WAT,1442.6,410.77,1853.37
4/1/24,WDC,1693.3,288.02,1981.31
4/1/24,WM,739.38,-332.51,406.87
4/1/24,WRK,3770.62,-99.21,3671.41
4/2/24,CBOE,13371.03,0.02,13371.05
4/2/24,CEG,1551.06,-0.03,1551.03
4/2/24,CI,404.31,-0.03,404.27
4/2/24,COR,11531.29,-0.04,11531.24
4/2/24,DIS,629,-0.03,628.96
4/2/24,DPZ,1876.03,-0.04,1875.98
4/2/24,FANG,6722.92,-0.05,6722.86
4/2/24,FAST,2022.49,0.05,2022.54
4/2/24,HIG,1408.62,-0.01,1408.61
4/2/24,JNPR,2794.14,-0.01,2794.13
4/2/24,MOH,2599.12,-0.04,2599.08
4/2/24,MPC,993,0.05,993.04
4/2/24,MU,124.8,-0.02,124.78
4/2/24,NRG,6258.83,-0.02,6258.8
4/2/24,NVDA,3319.68,0.1,3319.77
4/2/24,PGR,6781.7,0.03,6781.72
4/2/24,PSX,6217.15,-0.01,6217.13
4/2/24,QCOM,999.04,-0.01,999.03
4/2/24,RL,1216.52,-0.03,1216.48
4/2/24,STX,1260.7,0.05,1260.75
4/2/24,T,297.13,0.01,297.13
4/2/24,TSN,3110.43,0.09,3110.51
4/2/24,VLTO,2145.14,-0.01,2145.12
4/2/24,WAT,1853.37,0.07,1853.44
4/2/24,WDC,1981.31,-0.02,1981.29
4/2/24,WM,406.87,-0.02,406.84
4/2/24,WRK,3671.41,-0.02,3671.39
4/3/24,A,0,154.37,154.37
4/3/24,ABBV,6143.42,-187.99,5955.43
4/3/24,CBOE,13235.68,-110.99,13124.69
4/3/24,CEG,1560.51,-194.25,1366.25
4/3/24,CI,405.26,-45.8,359.46
4/3/24,COR,11531.72,540.85,12072.56
4/3/24,DIS,624.69,-97.13,527.55
4/3/24,DPZ,1864.8,-163.78,1701.02
4/3/24,FANG,6766.29,-266.42,6499.86
4/3/24,FAST,2008.12,-497.06,1511.05
4/3/24,GRMN,1097.94,-673.98,423.96
4/3/24,HIG,1400.95,-649.73,751.22
4/3/24,JNPR,2793.38,89.49,2882.86
4/3/24,LDOS,3465.76,-5.76,3460
4/3/24,LLY,3024.94,-364.53,2660.41
4/3/24,META,1028.06,263.37,1291.42
4/3/24,MOH,2557.14,-58.2,2498.93
4/3/24,MPC,1007.38,850.53,1857.91
4/3/24,MU,131.56,367.35,498.91
4/3/24,NFLX,2040.99,84.6,2125.58
4/3/24,NRG,6486.26,1392.74,7878.99
4/3/24,NVDA,3320.03,-373.47,2946.56
4/3/24,PGR,6884.35,330.87,7215.21
4/3/24,PSX,6217.13,-716.22,5500.9
4/3/24,QCOM,1013.31,324.71,1338.01
4/3/24,RL,1196.14,-231.14,965
4/3/24,STX,1243.54,-777.49,466.05
4/3/24,T,295.44,-295.44,0
4/3/24,TSN,3063.9,-401.1,2662.8
4/3/24,VLTO,2118.03,-212.02,1906
4/3/24,WAT,1854.95,358.71,2213.65
4/3/24,WDC,2057.07,852.71,2909.77
4/3/24,WM,406.39,383.24,789.62
4/3/24,WRK,3663.22,329,3992.22
4/4/24,A,152.9,255.13,408.02
4/4/24,ABBV,5953.13,428.11,6381.24
4/4/24,AIZ,0,0.1,0.1
4/4/24,ALL,0,0.09,0.09
4/4/24,ANET,0,0.03,0.03
4/4/24,CBOE,13180.98,547.08,13728.05
4/4/24,CEG,1382.05,293.53,1675.57
4/4/24,CI,358.48,413.89,772.37
4/4/24,COR,12077.03,349.76,12426.79
4/4/24,DIS,533.15,1348.46,1881.61
4/4/24,DPZ,1712.52,484.39,2196.9
4/4/24,DVA,0,0.06,0.06
4/4/24,FANG,6529.84,-294.98,6234.86
4/4/24,FAST,1505.33,-258.29,1247.03
4/4/24,FICO,0,0.13,0.13
4/4/24,GRMN,419.3,594.81,1014.11
4/4/24,HIG,746.6,-448.65,297.95
4/4/24,JNPR,2871.97,162.47,3034.43
4/4/24,LDOS,3421,-1068.58,2352.41
4/4/24,LLY,2672.34,171.21,2843.54
4/4/24,MCK,0,0.06,0.06
4/4/24,META,1307.24,524.53,1831.77
4/4/24,MOH,2355,-2354.65,0.35
4/4/24,MPC,1921.26,629.37,2550.62
4/4/24,MU,492.69,275.89,768.57
4/4/24,NFLX,2125.23,-184.5,1940.72
4/4/24,NRG,7704.9,-1364.49,6340.41
4/4/24,NVDA,2916.86,-8.49,2908.36
4/4/24,PGR,7214.52,362.13,7576.65
4/4/24,PSX,5708.02,1084.33,6792.35
4/4/24,QCOM,1332.71,-147.24,1185.47
4/4/24,RL,920.93,-859.84,61.09
4/4/24,STX,458.17,264.17,722.34
4/4/24,T,0,0.26,0.26
4/4/24,TGT,0,163.54,163.54
4/4/24,TSN,2651.29,-659.18,1992.11
4/4/24,UBER,0,0.37,0.36
4/4/24,VLTO,1885.1,-86.25,1798.84
4/4/24,WAT,2182.94,-310.68,1872.26
4/4/24,WDC,2826.81,-991.31,1835.5
4/4/24,WM,782.95,727.07,1510.01
4/4/24,WRB,0,0.06,0.06
4/4/24,WRK,3986.55,-43.81,3942.74
4/5/24,DPZ,2196.9,2196.9,0
4/5/24,NVDA,2892.49,87.99,2980.48
4/5/24,META,1866.28,-958.39,907.88
4/5/24,LLY,2888.32,39.74,2928.05
4/5/24,ABBV,6262.57,390.2,6652.77
4/5/24,NFLX,1990.87,178.25,2169.12
4/5/24,DIS,1822.78,-498.59,1324.18
4/5/24,QCOM,1205.36,245.69,1451.04
4/5/24,UBER,0.36,-0.36,0
4/5/24,MU,801.5,-33.57,767.92
4/5/24,T,0.26,-0.26,0
4/5/24,PGR,7606.97,-264.57,7342.39
4/5/24,CI,768.07,-343.95,424.12
4/5/24,ANET,0.03,-0.02,0
4/5/24,WM,1505.08,-683.4,821.67
4/5/24,TGT,162.84,-35.79,127.04
4/5/24,MPC,2593.82,123.76,2717.57
4/5/24,PSX,6921.39,-154.45,6766.94
4/5/24,MCK,0.06,-0.05,0
4/5/24,CEG,1694.54,-222.64,1471.89
4/5/24,SMCI,0,27.73,27.73
4/5/24,COR,12565.33,1110.68,13676
4/5/24,ALL,0.09,-0.08,0
4/5/24,FAST,1247.85,-308.45,939.39
4/5/24,A,406.78,-12.84,393.93
4/5/24,FANG,6323.54,16.87,6340.41
4/5/24,FICO,0.13,-0.12,0
4/5/24,HIG,298.71,97.14,395.84
4/5/24,GRMN,1016.2,48.15,1064.34
4/5/24,WDC,1909.9,418.53,2328.43
4/5/24,DECK,0,1997.53,1997.53
4/5/24,WRB,0.06,-0.06,0
4/5/24,MOH,0.35,-0.34,0.01
4/5/24,VLTO,1812.76,0.07,1812.83
4/5/24,TSN,1999.37,128.45,2127.81
4/5/24,WAT,1879.81,520.59,2400.39
4/5/24,CBOE,13440.94,-132.78,13308.16
4/5/24,STX,733.55,-155.01,578.53
4/5/24,LDOS,2353.51,281.9,2635.41
4/5/24,NRG,6655.58,684.8,7340.37
4/5/24,WRK,3913.13,145.96,4059.09
4/5/24,JNPR,3045.94,-481.27,2564.66
4/5/24,DVA,0.06,-0.05,0
4/5/24,RL,60.03,-60.02,0.01
4/5/24,AIZ,0.1,-0.09,0
