DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-02-28,ABBV,0.0015601989744027378,5800.5784398010255,5800.58
2024-02-28,AKAM,-0.004607653808605505,122.59460765380861,122.59
2024-02-28,ANET,0.0001391357421880457,143.95986086425782,143.96
2024-02-28,CBOE,-0.0018975402817886788,19606.50189754028,19606.5
2024-02-28,CI,-0.0022152832031281378,100.50221528320313,100.5
2024-02-28,COR,-0.0036032104490004713,11766.27360321045,11766.27
2024-02-28,COST,0.00016137695320139755,1873.8098386230467,1873.81
2024-02-28,DPZ,-0.0034000000002833985,1387.3734000000002,1387.37
2024-02-28,FANG,0.003843800353934057,5571.296156199646,5571.3
2024-02-28,FAST,0.003200000000106229,1967.4668,1967.47
2024-02-28,IBM,0.00215484619138806,2645.4878451538084,2645.49
2024-02-28,JNPR,0.00017753601059666835,3046.989822463989,3046.99
2024-02-28,LDOS,0.0017279357907682424,4173.398272064209,4173.4
2024-02-28,LLY,0.004782971191161778,5012.385217028809,5012.39
2024-02-28,META,0.0016019042968764552,2659.1083980957033,2659.11
2024-02-28,NFLX,0.002939001464824287,385.08706099853515,385.09
2024-02-28,NVDA,0.0009661132812652795,2504.3690338867186,2504.37
2024-02-28,PGR,0.002915690613008337,6164.497084309387,6164.5
2024-02-28,PSX,0.0008261169441539096,9423.009173883056,9423.01
2024-02-28,QCOM,-0.0018998992919705415,398.871899899292,398.87
2024-02-28,RL,0.0024828628543218656,4089.527517137146,4089.53
2024-02-28,STX,0.0017656707761943835,2041.6182343292237,2041.62
2024-02-28,T,0.002866498565595066,587.5271335014344,587.53
2024-02-28,UBER,-0.001998205566451361,1823.7819982055664,1823.78
2024-02-28,VLTO,0.003159368896376691,2558.4268406311035,2558.43
2024-02-28,VTRS,0.000587834167845358,2031.6394121658323,2031.64
2024-02-28,WAT,-0.0015770233153489244,1601.1715770233154,1601.17
2024-02-28,WM,-0.00032330322265750056,102.07032330322265,102.07
2024-02-28,WRK,-0.0031794677733500976,410.7231794677734,410.72
