Date,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-26,CEG,552.41,311.44,863.85
2024-03-26,COR,12336.68,-287.41,12049.27
2024-03-26,FANG,6649.4,233.8,6883.2
2024-03-26,FAST,2463.89,8.05,2471.93
2024-03-26,GRMN,1102.47,-140.66,961.81
2024-03-26,HIG,718.66,-718.65,0.0
2024-03-26,IBM,646.69,-646.69,-0.01
2024-03-26,JNPR,2946.42,93.5,3039.91
2024-03-26,LDOS,1974.79,497.18,2471.96
2024-03-26,LLY,3046.61,-470.45,2576.15
2024-03-26,META,2070.84,-252.54,1818.29
2024-03-26,MOH,2387.3,79.42,2466.72
2024-03-26,MPC,1429.64,212.61,1642.24
2024-03-26,NFLX,1743.36,19.85,1763.21
2024-03-26,NRG,8186.34,-358.24,7828.1
2024-03-26,NVDA,3626.74,370.28,3997.01
2024-03-26,PGR,6962.58,66.18,7028.75
2024-03-26,PSX,5854.74,60.15,5914.88
2024-03-26,QCOM,1510.34,-137.11,1373.22
2024-03-26,RL,2122.64,-186.73,1935.91
2024-03-26,STX,742.62,-329.44,413.18
2024-03-26,TSN,3040.58,384.57,3425.15
2024-03-26,UBER,0.0,56.33,56.33
2024-03-26,VLTO,2055.41,517.45,2572.86
2024-03-26,WAT,3076.3,-414.96,2661.34
2024-03-26,WDC,75.72,849.53,925.25
2024-03-26,WM,614.57,-142.27,472.3
2024-03-26,WRK,3666.74,-584.69,3082.04
2024-03-27,A,342.52,-284.68,57.84
2024-03-27,ABBV,6146.95,366.88,6513.83
2024-03-27,AKAM,196.24,119.92,316.15
2024-03-27,ANET,377.69,61.59,439.28
2024-03-27,CBOE,14118.95,-471.5,13647.45
2024-03-27,CEG,907.56,630.53,1538.08
2024-03-27,CI,0.0,23.44,23.44
2024-03-27,COR,12027.41,-135.94,11891.47
2024-03-27,DIS,0.0,467.3,467.3
2024-03-27,FANG,6950.01,414.0,7364.01
2024-03-27,FAST,2437.43,-605.33,1832.1
2024-03-27,GRMN,957.83,-51.55,906.27
2024-03-27,IBM,-0.01,0.02,0.01
2024-03-27,JNPR,3041.55,121.55,3163.1
2024-03-27,LDOS,2454.35,-148.64,2305.71
2024-03-27,LLY,2584.61,-133.36,2451.25
2024-03-27,META,1794.88,-262.02,1532.86
2024-03-27,MOH,2453.63,-30.6,2423.02
2024-03-27,MPC,1639.45,248.29,1887.74
2024-03-27,MU,0.0,148.09,148.09
2024-03-27,NFLX,1761.66,191.88,1953.54
2024-03-27,NRG,7939.98,121.38,8061.35
2024-03-27,NVDA,4027.23,183.55,4210.78
2024-03-27,PGR,7039.69,154.52,7194.2
2024-03-27,PSX,5803.97,-1078.07,4725.9
2024-03-27,QCOM,1352.39,-310.16,1042.23
2024-03-27,RL,1887.2,-646.0,1241.19
2024-03-27,STX,409.47,-409.47,0.0
2024-03-27,TSN,3448.75,290.72,3739.47
2024-03-27,UBER,55.76,-55.76,0.0
2024-03-27,VLTO,2571.13,48.31,2619.43
2024-03-27,WAT,2626.17,53.4,2679.56
2024-03-27,WDC,940.3,406.39,1346.68
2024-03-27,WM,472.27,161.59,633.85
2024-03-27,WRK,3112.08,409.68,3521.76
